,usage_date,acct_ttl_unit_hours,z5,z10,z15
0,2016-01-02 00:00:00+00:00,13920.0,0.0,0.0,0.0
1,2016-01-03 00:00:00+00:00,13920.0,0.0,0.0,0.0
2,2016-01-04 00:00:00+00:00,13920.0,0.0,0.0,0.0
3,2016-01-05 00:00:00+00:00,13920.0,0.0,0.0,0.0
4,2016-01-06 00:00:00+00:00,13920.0,0.0,0.0,0.0
5,2016-01-07 00:00:00+00:00,13920.0,0.0,0.0,0.0
6,2016-01-08 00:00:00+00:00,13920.0,0.0,0.0,0.0
7,2016-01-09 00:00:00+00:00,13920.0,0.0,0.0,0.0
8,2016-01-10 00:00:00+00:00,13920.0,0.0,0.0,0.0
9,2016-01-11 00:00:00+00:00,13920.0,0.0,0.0,0.0
10,2016-01-12 00:00:00+00:00,13920.0,0.0,0.0,0.0
11,2016-01-13 00:00:00+00:00,13920.0,0.0,0.0,0.0
12,2016-01-14 00:00:00+00:00,13920.0,0.0,0.0,0.0
13,2016-01-15 00:00:00+00:00,13920.0,0.0,0.0,0.0
14,2016-01-16 00:00:00+00:00,13920.0,0.0,0.0,0.0
15,2016-01-17 00:00:00+00:00,13920.0,0.0,0.0,0.0
16,2016-01-18 00:00:00+00:00,13920.0,0.0,0.0,0.0
17,2016-01-19 00:00:00+00:00,13920.0,0.0,0.0,0.0
18,2016-01-20 00:00:00+00:00,13920.0,0.0,0.0,0.0
19,2016-01-21 00:00:00+00:00,13920.0,0.0,0.0,0.0
20,2016-01-22 00:00:00+00:00,13920.0,0.0,0.0,0.0
21,2016-01-23 00:00:00+00:00,13920.0,0.0,0.0,0.0
22,2016-01-24 00:00:00+00:00,13920.0,0.0,0.0,0.0
23,2016-01-25 00:00:00+00:00,13920.0,0.0,0.0,0.0
24,2016-01-26 00:00:00+00:00,13920.0,0.0,0.0,0.0
25,2016-01-27 00:00:00+00:00,13920.0,0.0,0.0,0.0
26,2016-01-28 00:00:00+00:00,13920.0,0.0,0.0,0.0
27,2016-01-29 00:00:00+00:00,13920.0,0.0,0.0,0.0
28,2016-01-30 00:00:00+00:00,13920.0,0.0,0.0,0.0
29,2016-01-31 00:00:00+00:00,13920.0,0.0,0.0,0.0
30,2016-02-01 00:00:00+00:00,13920.0,0.0,0.0,0.0
31,2016-02-02 00:00:00+00:00,13920.0,0.0,0.0,0.0
32,2016-02-03 00:00:00+00:00,13920.0,0.0,0.0,0.0
33,2016-02-04 00:00:00+00:00,13920.0,0.0,0.0,0.0
34,2016-02-05 00:00:00+00:00,13920.0,0.0,0.0,0.0
35,2016-02-06 00:00:00+00:00,13920.0,0.0,0.0,0.0
36,2016-02-07 00:00:00+00:00,13920.0,0.0,0.0,0.0
37,2016-02-08 00:00:00+00:00,13920.0,0.0,0.0,0.0
38,2016-02-09 00:00:00+00:00,13920.0,0.0,0.0,0.0
39,2016-02-10 00:00:00+00:00,14165.333333333334,2.0412414523193183,3.0151134457776405,3.7499999999999907
40,2016-02-11 00:00:00+00:00,14275.733333333334,1.60652986983208,2.427119504867675,3.0414018679314934
41,2016-02-12 00:00:00+00:00,13920.0,-0.629759708974184,-0.44047724347597955,-0.35910528079192006
42,2016-02-13 00:00:00+00:00,13920.0,-0.629759708974184,-0.44047724347597955,-0.35910528079192006
43,2016-02-14 00:00:00+00:00,13920.0,-0.629759708974184,-0.44047724347597955,-0.35910528079192006
44,2016-02-15 00:00:00+00:00,13920.0,-0.629759708974184,-0.44047724347597955,-0.35910528079192006
45,2016-02-16 00:00:00+00:00,13920.0,-0.40824829046385885,-0.44047724347597955,-0.35910528079192006
46,2016-02-17 00:00:00+00:00,13920.0,0.0,-0.44047724347597955,-0.35910528079192006
47,2016-02-18 00:00:00+00:00,14012.8,2.041241452319299,0.24140603057815044,0.47096340699578665
48,2016-02-19 00:00:00+00:00,13920.0,-0.408248290463879,-0.5123478724016223,-0.41316479602261
49,2016-02-20 00:00:00+00:00,13920.0,-0.408248290463879,-0.5123478724016223,-0.41316479602261
50,2016-02-21 00:00:00+00:00,13920.0,-0.408248290463879,-0.37718361996262617,-0.41316479602261
51,2016-02-22 00:00:00+00:00,13920.0,-0.408248290463879,-0.3015113445777518,-0.41316479602261
52,2016-02-23 00:00:00+00:00,13920.0,-0.408248290463879,-0.3015113445777518,-0.41316479602261
53,2016-02-24 00:00:00+00:00,14124.8,2.041241452319315,2.726380242019284,1.3318540994014905
54,2016-02-25 00:00:00+00:00,14304.0,1.7619381381780286,2.5802036857306776,2.216252931863451
55,2016-02-26 00:00:00+00:00,14304.0,1.1721705250676626,1.8448121183222794,1.9441556208930755
56,2016-02-27 00:00:00+00:00,14304.0,0.8378850052670014,1.451612234060878,1.889722621110818
57,2016-02-28 00:00:00+00:00,14304.0,0.5896618941607876,1.1877572854856477,1.590682961984868
58,2016-02-29 00:00:00+00:00,14304.0,0.408248290463863,0.9937386589289738,1.3711486966676054
